review_item_id,merge_candidate_id,scene_id,frame_id,phase,from_target_family_id,to_target_family_id,selected_primary_count,competing_candidate_count,other_selected_primary_count,raw_candidate_count,annotated_frame_path,source_frame_path,human_question,sar_ready,note
MRQ001,GM_RM011_WGV12M001,GM_RM011,0,from_target_family,GM_RM011_WGV12TF001,GM_RM011_WGV12TF002,1,1,0,2,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/y26l_wgv1_2_vehicle_centric_merge_review_20260708/MRQ001_GM_RM011_GM_RM011_WGV12M001/frames_yolo_annotated/GM_RM011_000000_diagnostic_yolo26l.png,D:/profile/research/data/GM_RM011/GM_RM011_frames/000000.png,same_real_vehicle_referent_after_competing_candidate_review?,no / blocked,diagnostic annotated frame;not final box;not revised annotation
MRQ001,GM_RM011_WGV12M001,GM_RM011,1,from_target_family,GM_RM011_WGV12TF001,GM_RM011_WGV12TF002,1,1,0,2,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/y26l_wgv1_2_vehicle_centric_merge_review_20260708/MRQ001_GM_RM011_GM_RM011_WGV12M001/frames_yolo_annotated/GM_RM011_000001_diagnostic_yolo26l.png,D:/profile/research/data/GM_RM011/GM_RM011_frames/000001.png,same_real_vehicle_referent_after_competing_candidate_review?,no / blocked,diagnostic annotated frame;not final box;not revised annotation
MRQ001,GM_RM011_WGV12M001,GM_RM011,2,from_target_family,GM_RM011_WGV12TF001,GM_RM011_WGV12TF002,1,1,0,2,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/y26l_wgv1_2_vehicle_centric_merge_review_20260708/MRQ001_GM_RM011_GM_RM011_WGV12M001/frames_yolo_annotated/GM_RM011_000002_diagnostic_yolo26l.png,D:/profile/research/data/GM_RM011/GM_RM011_frames/000002.png,same_real_vehicle_referent_after_competing_candidate_review?,no / blocked,diagnostic annotated frame;not final box;not revised annotation
MRQ001,GM_RM011_WGV12M001,GM_RM011,3,from_target_family,GM_RM011_WGV12TF001,GM_RM011_WGV12TF002,1,1,0,2,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/y26l_wgv1_2_vehicle_centric_merge_review_20260708/MRQ001_GM_RM011_GM_RM011_WGV12M001/frames_yolo_annotated/GM_RM011_000003_diagnostic_yolo26l.png,D:/profile/research/data/GM_RM011/GM_RM011_frames/000003.png,same_real_vehicle_referent_after_competing_candidate_review?,no / blocked,diagnostic annotated frame;not final box;not revised annotation
MRQ001,GM_RM011_WGV12M001,GM_RM011,4,from_target_family,GM_RM011_WGV12TF001,GM_RM011_WGV12TF002,1,1,0,2,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/y26l_wgv1_2_vehicle_centric_merge_review_20260708/MRQ001_GM_RM011_GM_RM011_WGV12M001/frames_yolo_annotated/GM_RM011_000004_diagnostic_yolo26l.png,D:/profile/research/data/GM_RM011/GM_RM011_frames/000004.png,same_real_vehicle_referent_after_competing_candidate_review?,no / blocked,diagnostic annotated frame;not final box;not revised annotation
MRQ001,GM_RM011_WGV12M001,GM_RM011,5,gap_context,GM_RM011_WGV12TF001,GM_RM011_WGV12TF002,0,2,0,2,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/y26l_wgv1_2_vehicle_centric_merge_review_20260708/MRQ001_GM_RM011_GM_RM011_WGV12M001/frames_yolo_annotated/GM_RM011_000005_diagnostic_yolo26l.png,D:/profile/research/data/GM_RM011/GM_RM011_frames/000005.png,same_real_vehicle_referent_after_competing_candidate_review?,no / blocked,diagnostic annotated frame;not final box;not revised annotation
MRQ001,GM_RM011_WGV12M001,GM_RM011,6,gap_context,GM_RM011_WGV12TF001,GM_RM011_WGV12TF002,0,1,0,1,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/y26l_wgv1_2_vehicle_centric_merge_review_20260708/MRQ001_GM_RM011_GM_RM011_WGV12M001/frames_yolo_annotated/GM_RM011_000006_diagnostic_yolo26l.png,D:/profile/research/data/GM_RM011/GM_RM011_frames/000006.png,same_real_vehicle_referent_after_competing_candidate_review?,no / blocked,diagnostic annotated frame;not final box;not revised annotation
MRQ001,GM_RM011_WGV12M001,GM_RM011,7,gap_context,GM_RM011_WGV12TF001,GM_RM011_WGV12TF002,0,1,0,1,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/y26l_wgv1_2_vehicle_centric_merge_review_20260708/MRQ001_GM_RM011_GM_RM011_WGV12M001/frames_yolo_annotated/GM_RM011_000007_diagnostic_yolo26l.png,D:/profile/research/data/GM_RM011/GM_RM011_frames/000007.png,same_real_vehicle_referent_after_competing_candidate_review?,no / blocked,diagnostic annotated frame;not final box;not revised annotation
MRQ001,GM_RM011_WGV12M001,GM_RM011,8,to_target_family,GM_RM011_WGV12TF001,GM_RM011_WGV12TF002,1,0,0,1,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/y26l_wgv1_2_vehicle_centric_merge_review_20260708/MRQ001_GM_RM011_GM_RM011_WGV12M001/frames_yolo_annotated/GM_RM011_000008_diagnostic_yolo26l.png,D:/profile/research/data/GM_RM011/GM_RM011_frames/000008.png,same_real_vehicle_referent_after_competing_candidate_review?,no / blocked,diagnostic annotated frame;not final box;not revised annotation
MRQ001,GM_RM011_WGV12M001,GM_RM011,9,to_target_family,GM_RM011_WGV12TF001,GM_RM011_WGV12TF002,1,2,0,3,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/y26l_wgv1_2_vehicle_centric_merge_review_20260708/MRQ001_GM_RM011_GM_RM011_WGV12M001/frames_yolo_annotated/GM_RM011_000009_diagnostic_yolo26l.png,D:/profile/research/data/GM_RM011/GM_RM011_frames/000009.png,same_real_vehicle_referent_after_competing_candidate_review?,no / blocked,diagnostic annotated frame;not final box;not revised annotation
MRQ002,GM_RM011_WGV12M003,GM_RM011,10,from_target_family,GM_RM011_WGV12TF003,GM_RM011_WGV12TF004,1,1,0,2,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/y26l_wgv1_2_vehicle_centric_merge_review_20260708/MRQ002_GM_RM011_GM_RM011_WGV12M003/frames_yolo_annotated/GM_RM011_000010_diagnostic_yolo26l.png,D:/profile/research/data/GM_RM011/GM_RM011_frames/000010.png,same_real_vehicle_referent_after_competing_candidate_review?,no / blocked,diagnostic annotated frame;not final box;not revised annotation
MRQ002,GM_RM011_WGV12M003,GM_RM011,11,gap_context,GM_RM011_WGV12TF003,GM_RM011_WGV12TF004,0,2,0,2,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/y26l_wgv1_2_vehicle_centric_merge_review_20260708/MRQ002_GM_RM011_GM_RM011_WGV12M003/frames_yolo_annotated/GM_RM011_000011_diagnostic_yolo26l.png,D:/profile/research/data/GM_RM011/GM_RM011_frames/000011.png,same_real_vehicle_referent_after_competing_candidate_review?,no / blocked,diagnostic annotated frame;not final box;not revised annotation
MRQ002,GM_RM011_WGV12M003,GM_RM011,12,gap_context,GM_RM011_WGV12TF003,GM_RM011_WGV12TF004,0,2,0,2,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/y26l_wgv1_2_vehicle_centric_merge_review_20260708/MRQ002_GM_RM011_GM_RM011_WGV12M003/frames_yolo_annotated/GM_RM011_000012_diagnostic_yolo26l.png,D:/profile/research/data/GM_RM011/GM_RM011_frames/000012.png,same_real_vehicle_referent_after_competing_candidate_review?,no / blocked,diagnostic annotated frame;not final box;not revised annotation
MRQ002,GM_RM011_WGV12M003,GM_RM011,13,to_target_family,GM_RM011_WGV12TF003,GM_RM011_WGV12TF004,1,2,0,3,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/y26l_wgv1_2_vehicle_centric_merge_review_20260708/MRQ002_GM_RM011_GM_RM011_WGV12M003/frames_yolo_annotated/GM_RM011_000013_diagnostic_yolo26l.png,D:/profile/research/data/GM_RM011/GM_RM011_frames/000013.png,same_real_vehicle_referent_after_competing_candidate_review?,no / blocked,diagnostic annotated frame;not final box;not revised annotation
MRQ002,GM_RM011_WGV12M003,GM_RM011,14,to_target_family,GM_RM011_WGV12TF003,GM_RM011_WGV12TF004,1,1,0,2,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/y26l_wgv1_2_vehicle_centric_merge_review_20260708/MRQ002_GM_RM011_GM_RM011_WGV12M003/frames_yolo_annotated/GM_RM011_000014_diagnostic_yolo26l.png,D:/profile/research/data/GM_RM011/GM_RM011_frames/000014.png,same_real_vehicle_referent_after_competing_candidate_review?,no / blocked,diagnostic annotated frame;not final box;not revised annotation
MRQ002,GM_RM011_WGV12M003,GM_RM011,15,to_target_family,GM_RM011_WGV12TF003,GM_RM011_WGV12TF004,1,2,0,3,D:/profile/research/optical-sar-visual-diagnosis/outputs/oty2/y26l_wgv1_2_vehicle_centric_merge_review_20260708/MRQ002_GM_RM011_GM_RM011_WGV12M003/frames_yolo_annotated/GM_RM011_000015_diagnostic_yolo26l.png,D:/profile/research/data/GM_RM011/GM_RM011_frames/000015.png,same_real_vehicle_referent_after_competing_candidate_review?,no / blocked,diagnostic annotated frame;not final box;not revised annotation
